acc_x,acc_y,acc_z,v_dc,i_dc,v_ac,i_ac,time,leap_palm_x,leap_palm_y,leap_palm_z,leap_palm_normal_x,leap_palm_normal_y,leap_palm_normal_z,leap_palm_orientation_x,leap_palm_orientation_y,leap_palm_orientation_z
7.9757184,4.3713072,2.3773776,0.5536718749999999,4.8940658569335935e-05,0.22228515625,5.281448364257813e-06,18.86,25.739999999999995,217.52,64.64,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.899028800000001,4.1412384,2.1473088,0.514521484375,5.370140075683594e-05,0.218759765625,4.182815551757815e-06,18.87,25.71,217.60000000000002,64.60999999999997,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.899028800000001,4.2946176000000005,2.3006880000000005,0.555341796875,5.919456481933594e-05,0.2146777343749999,4.549026489257816e-06,18.88,25.71,217.74,64.50000000000001,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.9757184,4.217928000000001,2.2239984,0.54216796875,5.077171325683594e-05,0.2078125,5.281448364257813e-06,18.89,25.74,217.77,64.41999999999999,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.7456496,4.2946176000000005,2.4540672,0.518232421875,5.919456481933594e-05,0.20818359375,4.915237426757816e-06,18.9,25.73,217.81,64.32000000000001,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.899028800000001,3.9878592,2.4540672,0.55998046875,4.8208236694335935e-05,0.2239550781249999,4.182815551757815e-06,18.91,25.72,217.82,64.18999999999998,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.899028800000001,4.6780656,2.3773776,0.5306640625,4.674339294433594e-05,0.2336035156249999,4.549026489257816e-06,18.92,25.710000000000015,217.86,64.06999999999995,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.668960000000001,4.3713072,2.6074464,0.5340039062499999,6.688499450683594e-05,0.2248828125,5.281448364257813e-06,18.93,25.760000000000005,217.89,63.92999999999999,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.899028800000001,4.3713072,2.6074464,0.552001953125,4.7475814819335934e-05,0.2169042968749999,5.281448364257813e-06,18.94,25.810000000000016,217.85,63.89,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.899028800000001,4.5246864,2.5307568,0.5158203125,5.113792419433594e-05,0.2100390624999999,4.915237426757816e-06,18.95,25.870000000000005,217.82,63.88,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.8223392,4.1412384,2.4540672,0.555341796875,5.956077575683594e-05,0.20521484375,4.915237426757816e-06,18.96,25.92000000000001,217.79,63.87,-0.32,-0.95,0.04,-0.01,0.07,-0.16
8.052408,4.0645488,2.4540672,0.54068359375,4.7109603881835934e-05,0.199091796875,6.380081176757814e-06,18.97,26.009999999999994,217.74,63.85,-0.32,-0.95,0.04,-0.01,0.07,-0.16
7.9757184,4.1412384,2.4540672,0.5217578125,6.615257263183594e-05,0.199091796875,4.182815551757815e-06,18.98,26.110000000000017,217.67999999999998,63.79999999999999,-0.3199999999999991,-0.95,0.03,-0.01,0.07,-0.16
7.899028800000001,3.9878592,2.4540672,0.560537109375,5.333518981933594e-05,0.199091796875,4.915237426757816e-06,18.99,26.289999999999985,217.44000000000003,63.690000000000005,-0.3100000000000009,-0.95,0.03,-0.01,0.07,-0.16
7.8223392,4.217928000000001,2.6074464,0.52658203125,4.491233825683594e-05,0.197421875,4.549026489257816e-06,19.0,26.33,217.26999999999998,63.63999999999999,-0.31,-0.95,0.04,-0.01,0.07,-0.16
7.592270399999999,4.3713072,2.4540672,0.54291015625,6.688499450683594e-05,0.191484375,4.182815551757815e-06,19.01,26.339999999999996,217.03999999999994,63.55999999999999,-0.31,-0.95,0.04,-0.01,0.07,-0.16
